Animal,Age,Gender,Breed,WBC,RBC,Hemoglobin,Platelets,Glucose,ALT,AST,Urea,Creatinine,Symptom_Fever,Symptom_Lethargy,Symptom_Vomiting,Symptom_Diarrhea,Symptom_WeightLoss,Symptom_SkinLesion,Disease_PPR,Disease_Anthrax,Disease_FootRot,Disease_Enterotoxemia,Disease_Parasites,Disease_CaprineArthritisEncephalitis,Disease_CaseousLymphadenitis,Disease_Anemia,Disease_Leukemia,Disease_ViralInfection,Disease_BloodParasites,Disease_BacterialInfection,Disease_AvianLeukosis,Disease_DuckViralDiseases,Disease_Colic,Disease_Strangles,Disease_EquineInfluenza,Disease_Laminitis,Disease_Rabies,Disease_EquineAnemia,Disease_EquineInfectiousAnemia,Disease_Bluetongue,Disease_Scrapie,Disease_OvineJohnesDisease,Disease_SheepPox,Disease_FungalInfection,Disease_Scurvy,Disease_Myxomatosis,Disease_HemorrhagicDisease,Disease_FelineLeukemia,Disease_Ringworm,Disease_FIV,Disease_KidneyDisease,Disease_Hyperthyroidism,Disease_Diabetes,Disease_AvianInfluenza,Disease_NewcastleDisease,Disease_MareksDisease,Disease_Coccidiosis,Disease_FowlPox,Disease_FowlCholera,Disease_Mastitis,Disease_FootMouth,Disease_BovineTB,Disease_Anaplasmosis,Disease_Brucellosis,Disease_LumpySkinDisease,Disease_BovineViralDiarrhea,Disease_Parvovirus,Disease_Distemper,Disease_Heartworm,Disease_SkinInfection,Disease_Leptospirosis,Disease_LymeDisease,Disease_VarroaInfection,Disease_SwineFlu,Disease_AfricanSwineFever,Disease_EColi,Disease_PRRS,Disease_PorcineCircovirus,Disease_Erysipelas,Disease_Trypanosomiasis,Disease_HemorrhagicSepticemia,Disease_WetTail,Disease_RespiratoryInfection,Disease_Tuberculosis,Disease_DuckViralEnteritis,Disease_DuckHepatitis,Disease_BlackheadDisease,Disease_Salmonellosis
Rat,4,Male,Breed3,9650.42,5.25,13.29,395331.28,89.52,17.34,33.93,32.11,1.23,0,1,0,1,1,1,,,,,,,,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamster,12,Female,Breed4,10469.14,5.73,16.87,396407.11,86.64,49.25,23.12,22.3,1.97,0,0,0,0,1,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
Hamster,7,Female,Breed1,8084.14,4.13,13.46,431326.96,87.07,45.18,15.32,10.62,1.0,1,1,1,0,1,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
Cow,14,Female,Breed2,11368.19,7.56,10.04,346914.48,78.7,26.01,31.56,46.27,1.24,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Turkey,12,Female,Breed4,8749.6,6.21,11.26,155958.28,97.98,26.6,16.78,38.28,1.54,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Buffalo,3,Female,Breed4,12374.45,4.42,13.47,263220.73,63.13,43.96,37.19,11.79,1.13,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,
Catfish,5,Female,Breed1,13035.42,5.15,15.34,183438.13,113.17,27.82,11.3,43.62,1.58,0,1,0,1,1,0,,,,,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elephant,17,Female,Breed4,11390.34,7.93,11.3,383239.42,84.92,30.33,30.42,12.12,0.72,0,0,0,1,0,0,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon,10,Male,Breed3,9404.69,6.37,13.58,185906.73,108.05,39.84,18.76,38.46,0.85,1,1,1,1,0,0,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilapia,10,Female,Breed2,12604.96,5.17,10.1,181776.74,103.77,25.52,48.0,37.76,1.08,0,0,0,1,0,0,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,11,Female,Breed3,9437.14,5.71,13.82,158462.59,88.31,28.16,38.42,46.65,1.98,0,0,1,1,1,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck,17,Female,Breed1,5226.61,5.03,17.17,436650.83,71.92,11.48,40.21,16.62,1.02,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,
Mouse,5,Female,Breed4,5279.74,4.13,14.77,385713.02,93.73,15.33,38.21,32.69,1.87,1,1,0,1,0,1,,,,,,,,0.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,13,Male,Breed2,14434.41,7.37,13.53,249993.25,116.88,28.35,36.64,31.79,1.81,1,1,0,1,1,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake,10,Female,Breed1,6349.19,5.17,11.3,262931.8,71.15,11.83,15.52,11.4,1.63,1,1,0,0,1,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger,9,Female,Breed3,12975.17,7.35,11.62,167828.53,75.36,22.28,49.9,35.53,1.06,0,1,1,0,0,0,,,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat,17,Male,Breed4,6713.76,5.91,10.61,197375.08,119.58,27.49,36.3,20.16,1.0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goat,1,Female,Breed4,8738.58,4.73,15.94,243435.41,113.55,14.06,45.9,23.3,1.46,0,0,1,1,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cow,4,Female,Breed1,11204.43,7.21,10.62,266360.4,92.97,12.61,30.15,19.65,0.85,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Llama,4,Female,Breed3,5747.54,5.51,13.07,335992.92,101.68,10.65,21.44,12.24,1.04,1,0,1,1,1,0,,,,,,,,0.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frog,18,Female,Breed4,12109.71,6.83,16.0,255099.71,86.58,29.41,27.49,16.67,1.72,1,0,1,0,0,0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake,9,Female,Breed3,11589.04,7.35,15.7,436380.15,84.25,15.87,25.97,18.29,0.82,0,1,0,1,1,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake,18,Female,Breed2,9973.91,7.85,14.62,252838.26,86.59,37.54,10.64,33.09,1.74,0,0,1,1,1,1,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon,14,Female,Breed4,10224.79,4.34,14.57,432478.61,84.86,29.72,37.0,15.4,1.33,0,1,1,0,1,1,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cat,15,Male,Breed2,5163.49,4.03,10.72,368957.91,100.53,10.76,39.51,46.83,1.27,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rabbit,6,Male,Breed4,8795.44,6.19,11.4,419969.26,79.83,12.36,11.64,19.27,1.42,1,1,1,0,0,0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamster,10,Female,Breed1,4952.29,5.06,14.28,360947.16,70.25,46.71,19.84,36.07,1.45,1,0,1,0,0,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,
Hamster,15,Male,Breed4,7386.5,5.88,12.78,320575.21,102.39,14.97,36.58,16.3,1.34,1,1,1,1,1,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
Honeybee,4,Female,Breed4,13903.43,4.29,10.15,302724.84,61.88,40.29,22.88,41.81,1.55,1,0,1,0,0,0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
Dog,18,Male,Breed3,10319.87,6.01,16.39,237401.45,103.13,19.85,47.35,12.86,1.04,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
Sheep,18,Female,Breed3,12169.74,4.5,15.23,239452.2,75.79,22.86,14.5,39.5,1.72,0,1,0,1,0,1,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken,17,Male,Breed2,10312.74,7.35,12.61,216961.75,71.42,10.99,47.12,25.73,0.83,0,0,0,1,1,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,12,Female,Breed2,6136.6,7.04,10.79,265662.25,82.74,32.25,46.56,28.62,1.57,1,0,1,0,0,0,,,,,,,,1.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GuineaPig,7,Male,Breed2,10542.89,4.3,14.73,188091.9,67.05,28.68,48.23,24.65,1.08,0,0,1,1,0,0,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,16,Male,Breed4,12309.27,7.35,12.79,266281.52,83.07,39.8,13.09,26.08,1.54,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0
Rat,11,Female,Breed4,5522.46,5.3,12.04,400123.12,66.14,46.23,20.9,10.21,0.55,0,1,1,1,0,1,,,,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,14,Female,Breed2,12985.97,5.41,15.77,411087.69,89.01,31.91,20.05,11.05,1.09,0,1,0,1,1,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeybee,3,Male,Breed1,10109.31,4.72,12.63,342849.11,70.57,48.09,45.41,41.76,1.94,0,0,0,0,0,1,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
Horse,19,Male,Breed1,4047.03,7.34,11.09,227042.94,67.8,15.93,42.29,18.54,1.36,1,1,0,0,1,0,,,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pig,18,Female,Breed4,9717.56,5.62,13.85,222104.84,94.75,23.79,16.36,34.29,1.25,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,
Rabbit,10,Male,Breed1,8352.39,4.2,16.63,233378.67,97.51,43.19,15.66,36.13,0.87,0,1,0,0,1,1,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elephant,6,Female,Breed1,7260.91,7.86,16.8,300011.77,60.33,32.13,28.97,37.92,1.24,0,0,0,1,0,0,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck,13,Male,Breed2,12483.83,5.02,16.79,442933.34,83.26,31.88,16.93,33.89,1.74,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,
Camel,10,Male,Breed1,13894.5,7.74,13.37,182755.35,64.68,28.42,29.04,35.15,1.01,1,0,0,1,1,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
Pig,18,Female,Breed1,12389.18,5.2,16.33,300153.63,104.32,10.75,43.79,33.26,1.35,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,
Tilapia,20,Female,Breed4,13314.5,7.33,16.8,354673.31,100.89,13.21,30.0,47.13,1.51,0,1,0,1,0,0,,,,,,,,,,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pig,16,Female,Breed4,13996.59,6.66,13.68,223698.27,62.98,13.58,38.98,36.58,1.1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,
Chicken,6,Male,Breed4,14038.92,7.45,12.55,440733.68,116.48,17.58,20.0,24.12,0.92,1,0,1,0,1,1,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Catfish,13,Male,Breed1,5261.02,7.9,15.62,254706.52,117.6,13.77,20.63,24.27,0.73,1,0,1,0,1,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,4,Male,Breed2,9020.24,7.49,17.24,429706.68,80.08,14.26,33.75,13.18,0.65,1,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,
Dog,14,Female,Breed3,4003.15,5.61,17.78,329206.63,67.84,35.48,44.1,49.67,0.86,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,
Hamster,1,Male,Breed4,9571.09,7.26,12.32,151223.83,66.86,14.73,31.24,45.63,0.53,1,1,1,1,1,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
Tiger,20,Male,Breed4,14166.68,6.85,17.65,243333.64,110.44,28.6,17.93,11.72,1.64,0,0,1,0,0,0,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheep,5,Female,Breed4,6190.13,4.25,13.99,156464.59,87.55,12.53,18.71,44.47,0.67,1,0,1,1,0,0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horse,8,Male,Breed2,11037.65,7.72,12.45,264442.72,60.57,20.78,34.68,15.54,1.85,1,1,1,1,0,0,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken,12,Male,Breed3,11088.17,5.86,17.91,429760.21,115.52,46.97,14.14,19.56,1.27,1,1,1,1,0,1,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dog,2,Female,Breed3,5763.89,4.54,17.02,383705.11,95.56,11.24,12.62,37.23,1.19,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
Snake,12,Female,Breed4,6623.8,5.7,15.54,336039.64,101.42,45.08,14.11,39.21,0.6,0,0,1,1,0,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elephant,5,Female,Breed1,9082.24,6.41,17.16,311565.61,109.41,40.38,25.69,30.23,0.7,0,0,1,0,0,0,,,,,,,,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger,5,Female,Breed4,6070.3,6.29,15.45,261774.58,109.11,46.84,24.17,48.71,1.79,1,0,1,1,0,1,,,,,,,,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon,13,Female,Breed4,10434.93,6.3,13.52,213461.91,64.55,41.47,10.09,29.58,1.51,1,0,0,1,1,1,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snake,9,Female,Breed1,9329.96,5.02,17.58,168757.48,94.44,43.05,16.47,20.33,0.64,1,1,0,0,1,0,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horse,10,Female,Breed1,9711.18,6.53,17.71,207044.0,101.77,14.31,23.9,10.36,1.52,1,0,1,1,0,1,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamster,1,Female,Breed4,5479.14,7.63,12.51,255456.02,65.14,43.42,27.2,44.69,0.7,1,0,1,0,0,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
Goose,3,Female,Breed2,9689.77,5.55,12.84,305997.33,73.34,29.08,26.09,25.81,1.6,1,1,1,1,1,0,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamster,18,Male,Breed2,4544.26,6.52,13.06,211321.17,83.75,24.06,22.78,41.3,1.92,0,0,0,0,1,1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
Chicken,12,Female,Breed1,13696.89,4.98,16.58,442298.58,113.19,16.15,42.48,40.95,1.64,0,0,1,0,0,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hamster,3,Female,Breed4,7775.75,4.19,16.33,173055.04,111.04,10.03,26.64,11.74,1.74,0,0,0,1,0,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,
Llama,9,Male,Breed2,13419.71,6.34,17.86,178437.54,106.93,35.71,35.78,42.86,1.43,0,0,1,1,0,1,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Llama,2,Female,Breed4,11718.22,4.19,13.72,354780.71,119.42,39.04,43.3,21.57,0.51,1,0,1,1,0,1,,,,,,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,3,Male,Breed4,12427.9,6.89,15.89,376518.47,74.56,25.52,44.15,43.65,1.68,1,1,0,1,1,0,,,,,,,,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chicken,14,Male,Breed4,7459.99,6.68,16.85,441735.44,88.07,16.57,44.28,29.69,1.11,1,1,0,1,0,1,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mouse,4,Female,Breed2,6505.18,5.48,11.77,309133.27,86.8,15.78,29.79,33.66,1.81,0,0,0,0,0,0,,,,,,,,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salmon,19,Male,Breed3,8474.15,5.65,14.96,199780.18,100.74,16.73,36.45,14.05,1.36,1,1,0,1,1,0,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,13,Female,Breed4,4266.48,7.67,14.38,431378.69,111.01,12.25,22.59,25.17,0.79,0,0,0,0,0,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goose,7,Female,Breed2,14106.31,4.05,15.94,444070.32,89.5,24.39,44.47,48.84,0.58,1,1,0,1,0,1,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cow,12,Male,Breed3,8257.16,6.25,15.56,427054.17,89.49,34.65,18.53,47.04,1.33,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,
Chicken,3,Male,Breed1,14874.12,7.69,16.5,411496.85,96.5,27.88,41.51,49.77,1.35,1,0,0,1,1,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frog,9,Male,Breed2,12375.94,7.66,12.49,173272.23,104.55,15.02,28.79,30.41,1.79,1,1,1,1,1,1,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tilapia,2,Female,Breed3,4885.67,6.34,11.73,406461.93,72.08,42.65,21.95,42.73,0.56,0,0,1,1,1,1,,,,,,,,,,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiger,9,Female,Breed2,11262.07,5.52,16.44,435968.07,117.71,21.48,25.19,28.2,1.73,1,0,1,1,1,0,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpaca,12,Male,Breed3,6979.23,4.4,12.88,315694.34,65.52,34.11,33.53,47.66,1.11,0,1,0,1,0,0,,,,,,,,1.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Duck,12,Female,Breed3,6680.91,4.7,12.3,381776.34,61.39,19.83,47.2,49.44,1.29,1,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,
Cat,15,Female,Breed2,6822.19,6.72,12.69,348268.69,81.53,33.8,13.9,45.11,1.3,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buffalo,2,Male,Breed1,14076.83,4.07,10.53,236417.44,102.09,15.19,46.78,34.85,1.07,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,,,,,,,,,1.0,,,0.0,,,,
Honeybee,18,Male,Breed4,9499.78,7.53,16.19,326255.94,118.68,36.22,42.63,49.56,0.78,0,1,0,1,1,0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
Hamster,13,Male,Breed3,11364.18,6.35,15.72,416812.04,115.97,32.93,33.49,49.35,0.62,1,1,1,1,1,1,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,
Tiger,14,Male,Breed4,7090.43,4.18,14.42,298915.58,101.31,30.77,15.21,29.0,0.81,0,1,0,0,1,0,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
